599667194589781376,-7
599667194597468928,-21
599667194605156608,-80
599667194612844160,-275
599667194620531840,-369
599667194628219392,56
599667194635907072,951
599667194643594624,1644
599667194651282304,1399
599667194658969856,452
599667194666657408,-115
599667194674345088,-115
599667194682032640,-127
599667194689720320,-157
599667194697407872,-58
599667194705095552,-11
599667194712783104,-58
599667194720470784,-61
599667194728158336,-28
599667194735846016,-23
599667194743533568,-21
599667194751221120,-30
599667194758908800,-37
599667194766596352,16
599667194774284032,40
599667194781971584,7
599667194789659264,2
599667194797346816,35
599667194805034496,65
599667194812722048,49
599667194820409600,30
599667194828097280,65
599667194835784832,91
599667194843472512,82
599667194851160064,101
599667194858847744,127
599667194866535296,141
599667194874222976,174
599667194881910528,190
599667194889598208,197
599667194897285760,207
599667194904973312,230
599667194912660992,301
599667194920348544,327
599667194928036224,275
599667194935723776,242
599667194943411456,216
599667194951099008,141
599667194958786688,32
599667194966474240,-44
599667194974161792,-89
599667194981849472,-136
599667194989537024,-179
599667194997224704,-176
599667195004912256,-162
599667195012599936,-181
599667195020287488,-179
599667195027975168,-150
599667195035662720,-157
599667195043350400,-162
599667195051037952,-164
599667195058725504,-176
599667195066413184,-124
599667195074100736,-89
599667195081788416,-129
599667195089475968,-134
599667195097163648,-94
599667195104851200,-91
599667195112538880,-106
599667195120226432,-89
599667195127913984,-63
599667195135601664,-73
599667195143289266,-80
599667195150976768,-47
599667195158664320,-35
599667195166352000,-58
599667195174039552,-56
599667195181727232,-42
599667195189414784,-32
599667195197102464,-25
599667195204790016,-32
599667195212477696,-44
599667195220165248,-40
599667195227852928,-25
599667195235540480,-28
599667195243228032,-32
599667195250915712,-7
599667195258603264,0
599667195266290944,-28
599667195273978496,-32
599667195281666176,-4
599667195289353728,4
599667195297041408,-14
599667195304728960,-23
599667195312416512,-23
599667195320104192,-11
599667195327791744,9
599667195335479424,16
599667195343166976,11
599667195350854656,21
599667195358542208,35
599667195366229888,32
599667195373917440,23
599667195381605120,4
599667195389292672,-9
599667195396980224,-7
599667195404667904,-11
599667195412355456,0
599667195420043136,21
599667195427730688,9
599667195435418368,-2
599667195443105920,-14
599667195450793600,-122
599667195458481152,-303
599667195466168704,-278
599667195473856384,207
599667195481543936,1055
599667195489231616,1672
599667195496919168,1328
599667195504606848,332
599667195512294400,-157
599667195519982080,-91
599667195527669632,-113
599667195535357312,-113
599667195543044864,-18
599667195550732416,-47
599667195558420096,-84
599667195566107648,-40
599667195573795328,-4
599667195581482880,-9
599667195589170560,-21
599667195596858112,-30
599667195604545792,-9
599667195612233344,16
599667195619920896,14
599667195627608576,14
599667195635296128,37
599667195642983808,44
599667195650671360,25
599667195658359040,44
599667195666046592,70
599667195673734272,63
599667195681421824,89
599667195689109504,127
599667195696797056,103
599667195704484772,96
599667195712172672,139
599667195719860608,171
599667195727548416,186
599667195735236352,209
599667195742924288,259
599667195750612096,294
599667195758300032,285
599667195765987840,287
599667195773675776,313
599667195781363712,296
599667195789051520,207
599667195796739456,89
599667195804427392,25
599667195812115200,7
599667195819803136,-54
599667195827490944,-136
599667195835178880,-150
599667195842866816,-146
599667195850554624,-162
599667195858242560,-143
599667195865930496,-153
599667195873618304,-174
599667195881306240,-129
599667195888994048,-110
599667195896681984,-131
599667195904369920,-106
599667195912057728,-94
599667195919745664,-143
599667195927433600,-134
599667195935121408,-51
599667195942809344,-56
599667195950497152,-106
599667195958185088,-87
599667195965873024,-75
599667195973560832,-84
599667195981248768,-51
599667195988936704,-40
599667195996624512,-63
599667196004312448,-58
599667196012000256,-32
599667196019688192,-37
599667196027376128,-51
599667196035063936,-54
599667196042751872,-28
599667196050439808,-11
599667196058127616,-30
599667196065815552,-32
599667196073503360,-21
599667196081191296,-32
599667196088879232,-35
599667196096567040,-21
599667196104254976,-14
599667196111942912,-21
599667196119630720,-18
599667196127318656,-14
599667196135006592,-21
599667196142694400,-18
599667196150382336,-18
599667196158070144,-14
599667196165758080,11
599667196173446016,9
599667196181133824,-14
599667196188821760,-7
599667196196509696,4
599667196204197504,0
599667196211885440,-4
599667196219573248,-2
599667196227261184,4
599667196234949120,-4
599667196242636928,-4
599667196250324864,25
599667196258012800,21
599667196265700618,2
599667196273388160,30
599667196281075712,54
599667196288763264,54
599667196296450816,56
599667196304138368,44
599667196311825920,32
599667196319513344,35
599667196327200896,21
599667196334888448,11
599667196342576000,21
599667196350263552,21
599667196357951104,16
599667196365638656,23
599667196373326208,25
599667196381013760,21
599667196388701312,-2
599667196396388736,-113
599667196404076288,-292
599667196411763840,-266
599667196419451392,252
599667196427138944,1130
599667196434826496,1708
599667196442514048,1298
599667196450201600,315
599667196457889152,-129
599667196465576704,-63
599667196473264256,-89
599667196480951680,-101
599667196488639232,-18
599667196496326784,-32
599667196504014336,-61
599667196511701888,-23
599667196519389440,-14
599667196527076992,-30
599667196534764544,-11
599667196542452096,7
599667196550139648,-9
599667196557827200,-7
599667196565514624,37
599667196573202176,16
599667196580889728,7
599667196588577280,63
599667196596264832,70
599667196603952384,61
599667196611639936,65
599667196619327488,42
599667196627015040,65
599667196634702592,113
599667196642390016,98
599667196650077568,117
599667196657765120,169
599667196665452672,160
599667196673140224,162
599667196680827776,219
599667196688515328,249
599667196696202880,237
599667196703890432,249
599667196711577984,296
599667196719265536,313
599667196726952960,289
599667196734640512,207
599667196742328064,115
599667196750015616,82
599667196757703168,21
599667196765390720,-51
599667196773078272,-80
599667196780765824,-110
599667196788453376,-146
599667196796140928,-146
599667196803828352,-157
599667196811515904,-164
599667196819203456,-124
599667196826891033,-122
599667196834578816,-127
599667196842266624,-84
599667196849954432,-77
599667196857642240,-98
599667196865330048,-103
599667196873017856,-115
599667196880705792,-82
599667196888393600,-63
599667196896081408,-87
599667196903769216,-63
599667196911457024,-47
599667196919144832,-68
599667196926832640,-56
599667196934520448,-30
599667196942208256,-63
599667196949896064,-68
